id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,origin_id,destination_id,network_id
39,2019-09-27 17:20:38.310182,,,,,,f,,{},43,49,8
40,2019-09-27 17:20:39.406295,,,,,,f,,{},44,50,4
41,2019-09-27 17:20:51.292937,,,,,,f,,{},42,51,3
42,2019-09-27 17:20:58.410492,,,,,,t,2019-09-27 17:22:55.710677,{},46,52,7
43,2019-09-27 17:22:27.602356,,,,,,t,2019-09-27 17:23:03.712645,{},36,53,2
44,2019-09-27 17:27:55.738125,,,,,,f,,{},37,54,1
45,2019-09-27 17:27:57.720252,,,,,,f,,{},46,55,7
46,2019-09-27 17:28:13.543527,,,,,,t,2019-09-27 17:32:04.179078,{},45,56,10
47,2019-09-27 17:34:23.766935,,,,,,f,,{},40,57,9
48,2019-09-27 17:41:48.099809,,,,,,f,,{},45,58,10
49,2019-09-27 18:13:50.08052,,,,,,f,,{},36,59,2
50,2019-09-27 18:20:12.649962,,,,,,f,,{},57,60,9
51,2019-09-27 18:20:53.084883,,,,,,f,,{},49,61,8
52,2019-09-27 18:20:59.740555,,,,,,f,,{},55,62,7
53,2019-09-27 18:24:13.826583,,,,,,f,,{},48,63,6
54,2019-09-27 18:27:17.676276,,,,,,f,,{},54,64,1
55,2019-09-27 18:31:20.828145,,,,,,f,,{},50,65,4
56,2019-09-27 18:32:46.379639,,,,,,f,,{},47,66,5
57,2019-09-27 18:35:03.811502,,,,,,f,,{},59,67,2
58,2019-09-27 18:48:30.861005,,,,,,f,,{},51,68,3
59,2019-09-27 18:51:30.908027,,,,,,t,2019-09-27 18:52:12.272879,{},58,69,10
60,2019-09-27 19:06:37.110745,,,,,,t,2019-09-27 19:09:32.759091,{},58,70,10
61,2019-09-27 19:14:39.731962,,,,,,t,2019-09-27 19:17:18.079644,{},58,71,10
62,2019-09-27 19:19:53.773916,,,,,,f,,{},58,72,10
64,2019-09-27 19:22:46.059923,,,,,,f,,{},64,74,1
65,2019-09-27 19:23:02.879803,,,,,,f,,{},68,75,3
66,2019-09-27 19:23:49.261803,,,,,,f,,{},61,76,8
63,2019-09-27 19:22:41.192344,,,,,,t,2019-09-27 19:24:00.206208,{},65,73,4
67,2019-09-27 19:29:47.618385,,,,,,t,2019-09-27 19:30:29.566586,{},60,77,9
68,2019-09-27 19:37:01.712083,,,,,,t,2019-09-27 19:39:25.976975,{},72,78,10
69,2019-09-27 19:41:49.265945,,,,,,f,,{},60,79,9
70,2019-09-27 19:46:03.915335,,,,,,t,2019-09-27 19:51:11.910854,{},65,80,4
71,2019-09-27 20:00:59.649533,,,,,,f,,{},62,81,7
73,2019-09-27 20:16:22.863946,,,,,,f,,{},63,83,6
72,2019-09-27 20:04:58.870648,,,,,,t,2019-09-27 20:16:55.987105,{},66,82,5
74,2019-09-27 20:24:24.612228,,,,,,f,,{},67,84,2
