id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
61,2019-09-27 19:14:21.90815,,,,,,f,,{},participant,c23c14eb69b5fa3dbe8ef12d5eff49ff,mturk,61,3TU5ZICBRFPETR9XEXGIZLVPGV7Q86,61:3TU5ZICBRFPETR9XEXGIZLVPGV7Q86,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:17:17.43581,1,0.04,did_not_attend
55,2019-09-27 18:31:19.09279,,,,,,f,,{},participant,d23718cf46af1ae7dc6581ff67495f10,mturk,55,3WJ1OXY92C4M6B2GP1JW9LGKCD08AW,55:3WJ1OXY92C4M6B2GP1JW9LGKCD08AW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:33:35.259935,1,0.07,approved
57,2019-09-27 18:34:49.006115,,,,,,f,,{},participant,51886a6a46296aa817f090bb164a32b0,mturk,57,3H0W84IWBMQVETYO4FRIWL1GNKLREL,57:3H0W84IWBMQVETYO4FRIWL1GNKLREL,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:37:35.148831,1,0.15,approved
63,2019-09-27 19:22:25.596015,,,,,,f,,{},participant,1cc05f95986699181480ebbd3b59ecde,mturk,63,3TR2532VIRIA3QMWQSZBI6NCW5UJ6R,63:3TR2532VIRIA3QMWQSZBI6NCW5UJ6R,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:26:59.430533,1,0.11,approved
68,2019-09-27 19:26:29.026158,,,,,,f,,{},participant,d9ad02d52e429791f738e00a6dfb60f3,mturk,68,3JZQSN0I3SYWVHP6JFHCFZ89XCGGFN,68:3JZQSN0I3SYWVHP6JFHCFZ89XCGGFN,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:27:42.587609,,,returned
64,2019-09-27 19:22:31.947817,,,,,,f,,{},participant,c06d582fe0bc189164e0638cebf4d80b,mturk,64,3LEP4MGT3IO36G3ZCNU8QOER5M8DBS,64:3LEP4MGT3IO36G3ZCNU8QOER5M8DBS,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:23:59.651399,1,0.03,did_not_attend
56,2019-09-27 18:32:09.003631,,,,,,f,,{},participant,433ec42254be256fc2bfdf6f857f2f98,mturk,56,3VNL7UK1XH700MBC3FGJEINYN6XTFI,56:3VNL7UK1XH700MBC3FGJEINYN6XTFI,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:37:52.975053,1,0.1,approved
65,2019-09-27 19:22:44.919114,,,,,,f,,{},participant,56faea17cbf0970798bc4a179ea3d775,mturk,65,3WMOAN2SRDLR16SI6YZBN5KSMIQNVQ,65:3WMOAN2SRDLR16SI6YZBN5KSMIQNVQ,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:24:39.32515,1,0.09,approved
58,2019-09-27 18:48:28.857417,,,,,,f,,{},participant,5aa2906ec3070178204d2123959ba0e0,mturk,58,3S96KQ6I9OS322XGC9LTQIKDBTHTD7,58:3S96KQ6I9OS322XGC9LTQIKDBTHTD7,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:51:59.583692,1,0.15,approved
59,2019-09-27 18:51:15.089593,,,,,,f,,{},participant,65dd29c1958e6343237840bc7721fd89,mturk,59,33NF62TLXLQH257LSWTCSPSUX0ZKJI,59:33NF62TLXLQH257LSWTCSPSUX0ZKJI,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:52:12.258577,,,returned
66,2019-09-27 19:22:52.576137,,,,,,f,,{},participant,06a81ae4124bf8b118906fe49193a893,mturk,66,3L70J4KAZIAYN6Y769UCVDULN4NDAX,66:3L70J4KAZIAYN6Y769UCVDULN4NDAX,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:26:44.408952,,,returned
73,2019-09-27 19:41:33.671388,,,,,,f,,{},participant,add0d59f823a45546db51602bb8f50bc,mturk,73,3TDXMTX3CDIE8F2Q8AEB658CJRCI6N,73:3TDXMTX3CDIE8F2Q8AEB658CJRCI6N,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:44:34.777549,1,0.05,approved
